,Unnamed: 0,id,screen_name,created_at,original_text,clean_text,polarity,subjectivity,favorite_count,retweet_count,possibly_sensitive,hashtags,user_mentions,place,user_name,location,description,followers_count,friends_count,listed_count,statuses_count,favourites_count,verified,sentiment,sentimentScore
10,10,1241283595450429441,OlumideIDOWU,Sat Mar 21 08:40:45 +0000 2020,"Forests cover 30% of the Earth’s surface. 

Forests and trees store carbon, which helps mitigate the impacts of climate change in and around urban areas.

🌳 also improve the local climate, helping to save energy used for heating by 20-50 percent. #IntForestDay #BetterWithForests",Forests cover Earths surface Forests trees store carbon helps mitigate impacts climate change around urban areas also improve local climate helping save energy used heating -50 percent,0.0,0.0,10.0,4.0,,"IntForestDay, BetterWithForests",,"Lagos, Nigeria",𝗠𝗿. 𝗖𝗹𝗶𝗺𝗮𝘁𝗲,Africa,Activist | Environmentalist | Communicator | Social Storyteller | Co-Founder/CEO @ClimateWed | Youth FP @GEF_SGP 🇳🇬 | Fellow @atlascorps | Fellow @StateIVLP,37162,30943,558,407999,135421,False,POSITIVE,[0.7439468]
11,11,1241283617118138368,OlumideIDOWU,Sat Mar 21 08:40:50 +0000 2020,"Strategic placement of trees in urban areas can cool the air by up to 8 degrees Celsius, reducing air conditioning needs by 30 percent.

Urban trees are excellent air filters, removing harmful pollutants in the air and fine particulates.",Strategic placement trees urban areas cool air degrees Celsius reducing air conditioning needs percent.Urban trees excellent air filters removing harmful pollutants air fine particulates,0.4416666666666667,0.5375,0.0,0.0,,,,"Lagos, Nigeria",𝗠𝗿. 𝗖𝗹𝗶𝗺𝗮𝘁𝗲,Africa,Activist | Environmentalist | Communicator | Social Storyteller | Co-Founder/CEO @ClimateWed | Youth FP @GEF_SGP 🇳🇬 | Fellow @atlascorps | Fellow @StateIVLP,37162,30943,558,407999,135421,False,POSITIVE,[0.85692096]
13,13,1227525536051802112,FreshAirHoutBay,Wed Feb 12 09:31:08 +0000 2020,Official update: Oceana Fishmeal Factory Hout Bay has closed. @kiaraworth @ikemoriz @EmmainSA @HBpartnership @HoutBayInfo @houtbaymag https://t.co/esXrlhuJZ6 #FAHB #Oceana #HoutBay #Houtbayfishmealfactory #houtbayHarbour #freshairforhoutbay #airpollution,Official update Oceana Fishmeal Factory Hout Bay closed,-0.1,0.1,3.0,0.0,False,"FAHB, Oceana, HoutBay, Houtbayfishmealfactory, houtbayHarbour, freshairforhoutbay, airpollution","kiaraworth, ikemoriz, EmmainSA, HBpartnership, HoutBayInfo, houtbaymag","Hout Bay, South Africa",Fresh Air Hout Bay,"Hout Bay, South Africa",FAHB http://t.co/nIqTvihJqN Standing up for our constitutional right to clean air in Hout Bay #OceanaStinks #BoycottLuckyStar,129,27,0,189,782,False,NEGATIVE,[0.04878709]
14,14,1190262701680930816,AmyW1ckham,Fri Nov 01 13:41:56 +0000 2019,"BBC News - Millions of masks distributed to students in 'gas chamber' Delhi #airpollution #toxicair #foreverychild #cleanair
https://t.co/RNJuJpWwyj @BBCNews",BBC News Millions masks distributed students 'gas chamber Delhi //,0.0,0.0,2.0,0.0,False,"airpollution, toxicair, foreverychild, cleanair",BBCNews,"Cape Town, South Africa",Amy,"New York, USA",Climate & Energy Specialist @UNICEF in #NewYork. Former Environment Specialist @UNICEFZimbabwe & @UNICEF_Mongolia | Irish | #andacyclist | All views are my own.,1093,1553,24,2349,4972,False,NEGATIVE,[0.38240233]
15,15,1194135615270457346,mannuabhimanyu,Tue Nov 12 06:11:31 +0000 2019,The govt of India needs to be proactive about tackling the increasing air pollution in Delhi and in many other Indian cities. Requires carefully looking at the situation  and coming up with sustainable solutions. Look at Beijing as an example. #AirPollution #DelhiAirEmergency,The govt India needs proactive tackling increasing air pollution Delhi many Indian cities Requires carefully looking situation coming sustainable solutions Look Beijing example,0.2,0.75,1.0,0.0,,"AirPollution, DelhiAirEmergency",,"Cape Town, South Africa",Abhimanyu,"Cape Town, South Africa","Geneticist, Immunologist, Microbiologist; Postdoc @CIDRI_africa; life enthusiast, an aspiring polymath; creative, @Axaresearchfund Fellow, Indian",371,522,12,2891,8863,False,NEGATIVE,[0.37620676]
16,16,1194136419595378688,mannuabhimanyu,Tue Nov 12 06:14:43 +0000 2019,One idea that stood out was using the smog catching ionizing towers by the Dutch entrepreneur. @narendramodi @AmitShah @ArvindKejriwal     #AirPollution #DelhiAirEmergency https://t.co/dy1xOtnChn,One idea stood using smog catching ionizing towers Dutch entrepreneur,0.6,0.9,0.0,0.0,False,"AirPollution, DelhiAirEmergency","narendramodi, AmitShah, ArvindKejriwal","Cape Town, South Africa",Abhimanyu,"Cape Town, South Africa","Geneticist, Immunologist, Microbiologist; Postdoc @CIDRI_africa; life enthusiast, an aspiring polymath; creative, @Axaresearchfund Fellow, Indian",371,522,12,2891,8863,False,NEUTRAL,[0.57824165]
17,17,1200738454084243458,Ende__Gelaende,Sat Nov 30 11:28:50 +0000 2019,"EXIT COAL! ENTER FUTURE! 
Massenhaft und ungehorsam auf dem Weg zu Klimagerechtigkeit! #AlleGegenKohle #EndeGelaende https://t.co/E8PjD69Tvo",EXIT COAL ENTER FUTURE Massenhaft und ungehorsam auf dem Weg zu Klimagerechtigkeit,0.0,0.125,4180.0,1492.0,False,"AlleGegenKohle, EndeGelaende",,,Ende Gelände,"Rheinland, Lausitz, ...",Massenhafter Ungehorsam für den sofortigen Kohleausstieg und Klimagerechtigkeit. Wir legen vom 23.-28.09. Kohle- und Gasinfrastruktur im Rheinland lahm.,49606,900,328,11491,19622,False,POSITIVE,[0.8146773]
18,18,1200821768287608832,michael_w_wolf,Sat Nov 30 16:59:54 +0000 2019,Mass civil disobedience action in Germany. More than 1000 occupy coal mine stopping operations temporarily. #endcoal #climatejustice https://t.co/v3qtPhlEG2,Mass civil disobedience action Germany More occupy coal mine stopping operations temporarily,0.3,0.3,0.0,0.0,False,"endcoal, climatejustice",,"Cape Town, South Africa",Michael Wolf,Cape Town,CEO of @_FDI_ | Environmental justice activist | Eternal beginner,1350,686,39,3268,386,False,NEUTRAL,[0.54487175]
19,19,1201469833294045184,luqmom,Mon Dec 02 11:55:05 +0000 2019,@aqi__x Mlna David's in obs is TOP CLASS,Mlna David 's obs TOP CLASS,0.5,0.5,1.0,0.0,,,,"Cape Town, South Africa",ye oroit son?,"Cape Town, South Africa","Your friendly neighborhood photographer.
And gatmaaker.

Straight, 22 y/o 1.77m.

I can't spell

Can I get a hoiyaa in the chat.",2746,990,6,58918,41449,False,POSITIVE,[0.709134]
20,20,1224321929047310337,luqmom,Mon Feb 03 13:21:09 +0000 2020,"@aqi__x Cold water with a myprodol and medlemon and a lucozade after a meal.
Idk, works for me",Cold water myprodol medlemon lucozade meal.Idk works,-0.6,1.0,3.0,0.0,,,,"Cape Town, South Africa",ye oroit son?,"Cape Town, South Africa","Your friendly neighborhood photographer.
And gatmaaker.

Straight, 22 y/o 1.77m.

I can't spell

Can I get a hoiyaa in the chat.",2746,990,6,58918,41449,False,NEGATIVE,[0.1373666]
21,21,1207394107775180800,Liam_Cue,Wed Dec 18 20:16:02 +0000 2019,"@aqi__x 

My baby.. my chommie, my dums partner. You know you the reggest girl in the world ne. Thank you for accepting my Dom behavior. You are my fav and I'm thankful.. I love you my friend",My baby.. chommie dums partner You know reggest girl world ne Thank accepting Dom behavior You fav I 'm thankful.. I love friend,0.5,0.6,0.0,1.0,,,,"Cape Town, South Africa",Liampie,"Cape Town, South Africa",DJ|| Always up for a chat and laughter. A sheep in Lion skin. I don't want to be right. I don't take myself seriously,3160,3935,15,69786,150944,False,POSITIVE,[0.9897946]
22,22,1224320002469388289,saltmaamz,Mon Feb 03 13:13:30 +0000 2020,i have a poeste headache. Like a poeste one. Like it’s big.,poeste headache Like poeste one Like big,0.0,0.1,6.0,3.0,,,,,aqilah 🤍,cpt / sa 🇿🇦,21 years of constantly being taken for a poes 🥵😍🥰♥️✨🌻🌸☀️💦❄️🌹💖💝💞,3798,366,3,43965,3633,False,NEGATIVE,[0.05391094]
23,23,1216771108327784449,Liam_Cue,Mon Jan 13 17:16:53 +0000 2020,I was born for this game. Les Dala.. https://t.co/mszTfXEals,I born game Les Dala..,-0.4,0.4,68.0,0.0,False,,,"Cape Town, South Africa",Liampie,"Cape Town, South Africa",DJ|| Always up for a chat and laughter. A sheep in Lion skin. I don't want to be right. I don't take myself seriously,3160,3935,15,69786,150944,False,POSITIVE,[0.8818087]
24,24,1201400391478513664,saltmaamz,Mon Dec 02 07:19:08 +0000 2019,can someone pls recommend a good marriage class ? 🥺,someone pls recommend good marriage class,0.7,0.6000000000000001,27.0,4.0,,,,,aqilah 🤍,cpt / sa 🇿🇦,21 years of constantly being taken for a poes 🥵😍🥰♥️✨🌻🌸☀️💦❄️🌹💖💝💞,3798,367,3,43965,3633,False,POSITIVE,[0.7306828]
25,25,1216773875519889408,saltmaamz,Mon Jan 13 17:27:53 +0000 2020,thank you for always hyping me up 🥺❤️. thank you for teaching me the true meaning of friendship in my first year of university 🥺❤️ https://t.co/tN7sogaRlh,thank always hyping thank teaching true meaning friendship first year university,0.3,0.4916666666666667,1.0,1.0,False,,,,aqilah 🤍,cpt / sa 🇿🇦,21 years of constantly being taken for a poes 🥵😍🥰♥️✨🌻🌸☀️💦❄️🌹💖💝💞,3798,367,3,43965,3633,False,POSITIVE,[0.96366715]
26,26,1203021803293224960,saltmaamz,Fri Dec 06 18:42:03 +0000 2019,we have the same ou sieka. https://t.co/mP5kEPwPwR,ou sieka,0.0,0.0,5.0,2.0,False,,,,aqilah 🤍,cpt / sa 🇿🇦,21 years of constantly being taken for a poes 🥵😍🥰♥️✨🌻🌸☀️💦❄️🌹💖💝💞,3798,367,3,43965,3633,False,NEUTRAL,[0.67238176]
27,27,1216775018912342017,Liam_Cue,Mon Jan 13 17:32:25 +0000 2020,@aqi__x This is what friends doe.. I'll always hype you and I'll make you feel important my girl,This friends doe.. I 'll always hype I 'll make feel important girl,0.4,1.0,0.0,0.0,,,,"Cape Town, South Africa",Liampie,"Cape Town, South Africa",DJ|| Always up for a chat and laughter. A sheep in Lion skin. I don't want to be right. I don't take myself seriously,3160,3935,15,69786,150944,False,POSITIVE,[0.8590939]
28,28,1203016637324107776,luqmom,Fri Dec 06 18:21:31 +0000 2019,"My ou kak me out cause I'm going out and says that I spend too little time at home but when I'm at home then I lam in my room and this mense tiep and lam.
To you tripping on me just trynna have a good time man.
Permi making swak for the ouense",My ou kak cause I 'm going says I spend little time home I 'm home I lam room mense tiep lam.To tripping trynna good time man.Permi making swak ouense,0.25625,0.55,88.0,6.0,,,,"Cape Town, South Africa",ye oroit son?,"Cape Town, South Africa","Your friendly neighborhood photographer.
And gatmaaker.

Straight, 22 y/o 1.77m.

I can't spell

Can I get a hoiyaa in the chat.",2746,990,6,58918,41449,False,NEUTRAL,[0.5328762]
29,29,1216773630685859847,Liam_Cue,Mon Jan 13 17:26:54 +0000 2020,@aqi__x even though I ain't shit. You still hype the fuck out of me.. plus you have an amazing smile.. you just adorable and your smile makes my heart skip a beat,even though I ai n't shit You still hype fuck me.. plus amazing smile.. adorable smile makes heart skip beat,0.18333333333333326,0.5833333333333334,0.0,0.0,,,,"Cape Town, South Africa",Liampie,"Cape Town, South Africa",DJ|| Always up for a chat and laughter. A sheep in Lion skin. I don't want to be right. I don't take myself seriously,3160,3935,15,69786,150944,False,POSITIVE,[0.8794344]
30,30,1203021983103012864,luqmom,Fri Dec 06 18:42:46 +0000 2019,@aqi__x Do you have to be bilingual to understand parents or?,Do bilingual understand parents,0.0,0.0,0.0,0.0,,,,"Cape Town, South Africa",ye oroit son?,"Cape Town, South Africa","Your friendly neighborhood photographer.
And gatmaaker.

Straight, 22 y/o 1.77m.

I can't spell

Can I get a hoiyaa in the chat.",2746,990,6,58918,41449,False,NEUTRAL,[0.5055403]
31,31,1190262701680930816,AmyW1ckham,Fri Nov 01 13:41:56 +0000 2019,"BBC News - Millions of masks distributed to students in 'gas chamber' Delhi #airpollution #toxicair #foreverychild #cleanair
https://t.co/RNJuJpWwyj @BBCNews",BBC News Millions masks distributed students 'gas chamber Delhi //,0.0,0.0,2.0,0.0,False,"airpollution, toxicair, foreverychild, cleanair",BBCNews,"Cape Town, South Africa",Amy,"New York, USA",Climate & Energy Specialist @UNICEF in #NewYork. Former Environment Specialist @UNICEFZimbabwe & @UNICEF_Mongolia | Irish | #andacyclist | All views are my own.,1093,1553,24,2349,4972,False,NEGATIVE,[0.38240233]
32,32,1240748717180846080,kimikeith,Thu Mar 19 21:15:20 +0000 2020,"Instead of sitting in the traffic, we got to walk on the beach after work... without touching anyone #socialdistancing #covid #houtbay #beach #donttouchme #sunshine #freshair #stayhealthy #exercise #keithtwins @… https://t.co/Sd1AWp1sGK",Instead sitting traffic got walk beach work ... without touching anyone,0.5,0.5,2.0,0.0,False,"socialdistancing, covid, houtbay, beach, donttouchme, sunshine, freshair, stayhealthy, exercise, keithtwins",,"Hout Bay, South Africa",Kimi Keith,Cape Town,I am living proof that a crazy cat lady can also be married with twins.,158,108,14,4078,24,False,NEGATIVE,[0.06434599]
33,33,1200900393695240192,DumaniErnest,Sat Nov 30 22:12:20 +0000 2019,"Getting some fresh air and enjoying the sea breeze. 
#freshair
#seabreeze @ V&amp;A Waterfront https://t.co/dQnIyu0Qvo",Getting fresh air enjoying sea breeze V amp A Waterfront,0.4,0.55,1.0,0.0,False,"freshair, seabreeze",,"Mitchell's Plain, South Africa",Dumani Dlamini,"Johannesburg, South Africa","Son, Brother, an Uncle.

Loves his books.

Enjoys outdoors.

Pharmacist 

Entrepreneur

Runner.🏃

Disclaimer :Retweets or likes do not mean endorsement.",171,742,2,607,1015,False,POSITIVE,[0.9677097]
34,34,1195629962319028224,Lunga_Gwentshe,Sat Nov 16 09:09:31 +0000 2019,"#freshair 
#rooftop
#exams @ Unisa - Western Cape Region https://t.co/gOSqP5XVDQ",Unisa Western Cape Region,0.0,0.0,1.0,0.0,False,"freshair, rooftop, exams",,"Parow, South Africa",IG : Lunga Gwentshe (E-Tutor),South Africa,"E- Tutor | Graphic Designer | FI Concession | Online Modules | 081 328 2268| Education Vlogger - Lunga Gwentshe on YouTube|

e-mail : lungagwentshe@yahoo.com",1330,2472,0,683,42,False,NEUTRAL,[0.6098778]
35,35,1241657794245414913,LiseBryer1,Sun Mar 22 09:27:41 +0000 2020,While we still can .... #socialdistancing #freshair #ride #chappies #keepingthesquirrelsquiet @ Top Of Chappies https://t.co/0s5SrzInvC,While still ... Top Of Chappies,0.5,0.5,0.0,0.0,False,"socialdistancing, freshair, ride, chappies, keepingthesquirrelsquiet",,"Cape Town, South Africa",Lise Bryer,Cape Town,"proud mamma of my mini me boy, cyclist enthusiast, lover of good food and even better Chardonnay and developer of healthcare for women",138,143,16,1477,231,False,NEUTRAL,[0.47941232]
36,36,1194599655570640896,paulakelly_,Wed Nov 13 12:55:27 +0000 2019,#seapoint #pool #morningswims • morning #powerwalks with leigh_anne_kenny • #capetown #summervibes #earlybirds #mist #ocean #blueskies #freshair #lovemyhood #beautyinyoursurroundings @ Seapoint / Bantry Bay Promenade https://t.co/Kch7u2Jt3c,morning leigh_anne_kenny Seapoint Bantry Bay Promenade,0.0,0.0,0.0,0.0,False,"seapoint, pool, morningswims, powerwalks, capetown, summervibes, earlybirds, mist, ocean, blueskies, freshair, lovemyhood, beautyinyoursurroundings",,"Cape Town, South Africa",paula☆kelly,cape☆town,summer☀️ beach🏖 image📷 quotes📝 fashion👗 fitness🥊 tattoos💱 animals🐾 gypsy☮️ empath😇 mother🙆🏻‍♀️ & founder & owner of left of center talent agency,727,938,69,25491,526,False,POSITIVE,[0.9689444]
37,37,1204993907060346881,beachedbros,Thu Dec 12 05:18:29 +0000 2019,This was such an adventure that I would advise anyone and everyone to do with breathtaking scenery of Cape Town. #Hiking #Adventuring #Exploring #Fitness #FreshAir #Mountains #Caves #LivingTheLifeYouLove #DoMore… https://t.co/qtvWxo9Kp2,This adventure I would advise anyone everyone breathtaking scenery Cape Town,1.0,1.0,0.0,0.0,False,"Hiking, Adventuring, Exploring, Fitness, FreshAir, Mountains, Caves, LivingTheLifeYouLove, DoMore",,"Cape Town, South Africa",Michael Brosnihan,"Durban, South Africa",I am very sporty.. Im a scorpio so i am a very passionate & deep person. I love extreme sport & adrenaline is what my body is constantly after.,98,153,5,899,1,False,POSITIVE,[0.91739666]
38,38,1239884433538375681,paulakelly_,Tue Mar 17 12:00:59 +0000 2020,#coronavirus restraints • #powerwalk #freshair #ocean #sunshine • sound⏫ @ Mouille Point Promenade https://t.co/dASuNx04ML,restraints sound Mouille Point Promenade,0.4,0.4,0.0,0.0,False,"coronavirus, powerwalk, freshair, ocean, sunshine",,"Cape Town, South Africa",paula☆kelly,cape☆town,summer☀️ beach🏖 image📷 quotes📝 fashion👗 fitness🥊 tattoos💱 animals🐾 gypsy☮️ empath😇 mother🙆🏻‍♀️ & founder & owner of left of center talent agency,727,938,69,25491,526,False,NEUTRAL,[0.6850965]
39,39,1244402265869385729,KingRodeo3,Sun Mar 29 23:13:14 +0000 2020,@Aqi_Musab @brfootball Bottle this https://t.co/Tlzi4A0pLQ,Bottle,0.0,0.0,0.0,0.0,False,,"Aqi_Musab, brfootball","Soweto, South Africa",Red Pill Ricky,,#kby #iFollowBack,3097,3702,0,3803,6531,False,NEUTRAL,[0.6533607]
40,40,1215505755568209920,navitassa,Fri Jan 10 05:28:49 +0000 2020,"If you can smell pungent air this morning, there’s an east wind blowing the emissions from @Eskom_SA coal plants over Jo’burg. AQI is around 100 at the moment when it should be 50. Eskom’s health can’t afford it but apparently you and your children’s health can https://t.co/ZM1NXsrEh4",If smell pungent air morning theres east wind blowing emissions coal plants Joburg AQI around moment Eskoms health cant afford apparently childrens health,0.05,0.35,38.0,21.0,False,,Eskom_SA,"Sandton, South Africa",Mike Levington,Johannesburg,Making clean energy work in South Africa; to be on the right side of history so I can write a better one for my children. Architect and convener of SAREM,4364,160,84,27295,11639,False,NEGATIVE,[0.05132711]
41,41,1242397096000589830,lesedisefara,Tue Mar 24 10:25:24 +0000 2020,"At my old #neighborhood #adventuretime #freshair before #lockdown @ Weltevredenpark, Gauteng, South Africa https://t.co/CZLbTzePCe",At old Weltevredenpark Gauteng South Africa,0.1,0.2,0.0,0.0,False,"neighborhood, adventuretime, freshair, lockdown",,"Roodepoort, South Africa",Lesedi.S Ramokgopa,johannesburg,Outspoken passionate bubbly wild@heart .....learning more about myself every week,141,284,1,1405,269,False,NEUTRAL,[0.6316321]
42,42,1227902127357546496,PedalRaymond,Thu Feb 13 10:27:35 +0000 2020,"Take time to “get out there” and “smell the roses”.
Well ... if there aren’t any roses ... at least you could enjoy these little purple flowers.
#GetOutThere
#FreshAir https://t.co/AgMF8gDozS",Take time get smell roses.Well ... arent roses ... least could enjoy little purple flowers,-0.029166666666666657,0.4666666666666666,2.0,0.0,False,"GetOutThere, FreshAir",,"Roodepoort, South Africa",Mr T,,Weird that my favourite bicycle is also my cheapest bicycle.,351,186,13,9876,23347,False,POSITIVE,[0.8310005]
43,43,1200281267385831424,Mornintippa,Fri Nov 29 05:12:08 +0000 2019,"Me, myself and nature always makes for an awesome adventure☺️🌳🌞🌻💚💛❤️
.
.
.
.
.
#latergram #flashbackfriday #metime #trailwalk #trailrunning #morningperson #morningbuzz #soundsofnature #nature #outdoors #freshair… https://t.co/kj2cLbmLzs",Me nature always makes awesome adventure ... ..,1.0,1.0,0.0,0.0,False,"latergram, flashbackfriday, metime, trailwalk, trailrunning, morningperson, morningbuzz, soundsofnature, nature, outdoors, freshair",,South Africa,ilhaam osman,"Johannesburg, South Africa",Accountant-come-Sports Addict-come-pretend papparazzi☺️,384,782,41,16868,5497,False,POSITIVE,[0.987309]
44,44,1232806786941489154,advMaloka,Wed Feb 26 23:16:57 +0000 2020,@TshepiMamashela @TshepiMamashela A while back I particulates in a campaign or a challenge by @MACcosmetics. I think it was to bring awareness to the LBGTIQ community. It was a wonderful experience coz it my first time with make up on and I actually went out after that.,A back I particulates campaign challenge I think bring awareness LBGTIQ community It wonderful experience coz first time make I actually went,0.3125,0.3583333333333333,0.0,0.0,,,"TshepiMamashela, TshepiMamashela, MACcosmetics","Midrand, South Africa",Kaizer Lesego 🤴🏾,"ÜT: -23.826125,29.376512",Eclyptic,537,852,1,5153,1580,False,POSITIVE,[0.80455124]
45,45,1233896217119272961,kofiamegah,Sat Feb 29 23:25:57 +0000 2020,"My interview with BBC World Service on #AirPollution
https://t.co/Q7J9pkXIRD",My interview BBC World Service //,0.0,0.0,22.0,6.0,False,AirPollution,,"Central, Ghana",Kofi Amegah,"Cape Coast, Ghana","Epidemiologist @UCCGH_Official 
Lead @GhanaAQ
Lead @AmegahLab
#PublicHealth #Nutrition #EnvironmentalHealth  #AirPollution #DataScience",412,282,5,1984,2505,False,POSITIVE,[0.7869215]
46,46,1238265449311350786,kofiamegah,Fri Mar 13 00:47:43 +0000 2020,"Great news. Helps to tackle #AirPollution Emissions from these imported old vehicles is a major source here
https://t.co/VqYqKi5eaH",Great news Helps tackle Emissions imported old vehicles major source,0.32083333333333336,0.4833333333333333,4.0,1.0,False,AirPollution,,"Cape Coast, Ghana",Kofi Amegah,"Cape Coast, Ghana","Epidemiologist @UCCGH_Official 
Lead @GhanaAQ
Lead @AmegahLab
#PublicHealth #Nutrition #EnvironmentalHealth  #AirPollution #DataScience",412,282,5,1984,2505,False,POSITIVE,[0.85959524]
47,47,1233437997053415429,guardian,Fri Feb 28 17:05:09 +0000 2020,Luxembourg is first country to make all public transport free https://t.co/YVJhkau6Tn,Luxembourg first country make public transport free,0.21666666666666667,0.4,3266.0,941.0,False,,,,The Guardian,London,The need for independent journalism has never been greater. Become a Guardian supporter: https://t.co/gWyuUVlObq,9127456,1083,61837,629316,138,True,POSITIVE,[0.90416384]
