,id,created_at,original_text,clean_text,polarity,subjectivity,favorite_count,retweet_count,possibly_sensitive,hashtags,user_mentions,place
16,1302893126495932416,1,"Air pollution is a threat to sustainable development, as it simultaneously affects various social, environmental &amp; economic criteria linked to equitable human development, such as good health, food security, gender equality, climate stability &amp; poverty reduction
#WorldCleanAirDay https://t.co/nklnbwgrP9",Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,0.18666666666666668,0.2933333333333333,396,210,False,WorldCleanAirDay,,
17,1302895825769689088,1,"#WorldCleanAirDay What has been your contribution to #StareDownOnPollution especially #AirPollution 
Take #Sustainable Action today #Cycling @SustyVibes https://t.co/htFqQ8wAlP",What contribution especially Take Action today,0.05,0.55,1,2,False,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling",SustyVibes,"Lagos, Nigeria"
18,1296446705920081922,1,"#OstenLaboratory 
#Ostenlab 

Throw back Thursday.

We are Osten.

#airquality #airqualitymeasurement #environmentalanalysis #analysis @ Lagos, Nigeria https://t.co/oV3GIVwMip",Throw back Thursday We Osten Lagos Nigeria,0.0,0.0,0,0,False,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis",,"Lagos, Nigeria"
19,1309419842785759233,1,"Ascertaining the #AirQuality in the Niger delta Nigeria 
Send in your thoughts ⁦@NigerRescue⁩ nigerrescue@gmail.com  https://t.co/k9ViwDClCU",Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,0.0,0.0,3,1,False,AirQuality,NigerRescue,
20,1302893126495932416,1,"Air pollution is a threat to sustainable development, as it simultaneously affects various social, environmental &amp; economic criteria linked to equitable human development, such as good health, food security, gender equality, climate stability &amp; poverty reduction
#WorldCleanAirDay https://t.co/nklnbwgrP9",Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,0.18666666666666668,0.2933333333333333,396,210,False,WorldCleanAirDay,,
21,1302895825769689088,1,"#WorldCleanAirDay What has been your contribution to #StareDownOnPollution especially #AirPollution 
Take #Sustainable Action today #Cycling @SustyVibes https://t.co/htFqQ8wAlP",What contribution especially Take Action today,0.05,0.55,1,2,False,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling",SustyVibes,"Lagos, Nigeria"
22,1296446705920081922,1,"#OstenLaboratory 
#Ostenlab 

Throw back Thursday.

We are Osten.

#airquality #airqualitymeasurement #environmentalanalysis #analysis @ Lagos, Nigeria https://t.co/oV3GIVwMip",Throw back Thursday We Osten Lagos Nigeria,0.0,0.0,0,0,False,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis",,"Lagos, Nigeria"
23,1309419842785759233,1,"Ascertaining the #AirQuality in the Niger delta Nigeria 
Send in your thoughts ⁦@NigerRescue⁩ nigerrescue@gmail.com  https://t.co/k9ViwDClCU",Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,0.0,0.0,3,1,False,AirQuality,NigerRescue,
24,1302893126495932416,1,"Air pollution is a threat to sustainable development, as it simultaneously affects various social, environmental &amp; economic criteria linked to equitable human development, such as good health, food security, gender equality, climate stability &amp; poverty reduction
#WorldCleanAirDay https://t.co/nklnbwgrP9",Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,0.18666666666666668,0.2933333333333333,396,210,False,WorldCleanAirDay,,
25,1302895825769689088,1,"#WorldCleanAirDay What has been your contribution to #StareDownOnPollution especially #AirPollution 
Take #Sustainable Action today #Cycling @SustyVibes https://t.co/htFqQ8wAlP",What contribution especially Take Action today,0.05,0.55,1,2,False,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling",SustyVibes,"Lagos, Nigeria"
26,1296446705920081922,1,"#OstenLaboratory 
#Ostenlab 

Throw back Thursday.

We are Osten.

#airquality #airqualitymeasurement #environmentalanalysis #analysis @ Lagos, Nigeria https://t.co/oV3GIVwMip",Throw back Thursday We Osten Lagos Nigeria,0.0,0.0,0,0,False,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis",,"Lagos, Nigeria"
27,1309419842785759233,1,"Ascertaining the #AirQuality in the Niger delta Nigeria 
Send in your thoughts ⁦@NigerRescue⁩ nigerrescue@gmail.com  https://t.co/k9ViwDClCU",Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,0.0,0.0,3,1,False,AirQuality,NigerRescue,
28,1311026294503727108,1,"Everywhere is calm now.

No biggie, no Mary and Martha, no Rema...

#freshair",Everywhere calm No biggie Mary Martha Rema ...,0.30000000000000004,0.75,2,0,,freshair,,
29,1303751165977464832,1,You no get IPIP Receiver abi plenty updates don already dy chock you 😂😂 #parachute #oxygenmask #FreshAIR,You get IPIP Receiver abi plenty updates already dy chock,0.0,0.0,1,1,,"parachute, oxygenmask, FreshAIR",,"Lagos, Nigeria"
30,1289988191605288960,1,"She love colours @studiomucci 🌈🌈🌈🌈🌈🌈🌈🌈♥️💚💚💙💙

#love #fashionista #lagosboutique #african #follow #ankarafashion #nigerianwomen #naijafashiondaily #ankara #freshair #nigerianweddings  #nigerianbusiness… https://t.co/U6Z302Vxx7",She love colours ️ …,0.5,0.6,0,0,False,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness",StudioMucci,"Lagos, Nigeria"
31,1289994735000735744,1,"@mariipvzz Those High waist pants 👖🤩🤩 

love #fashionista #lagosboutique #african #follow #ankarafashion #nigerianwomen #naijafashiondaily #ankara #freshair #nigerianweddings  #nigerianbusiness… https://t.co/NVpK2aVbHa",Those High waist pants 🤩🤩 love …,0.33,0.57,0,0,False,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness",Mariipvzz,"Lagos, Nigeria"
32,1302893126495932416,1,"Air pollution is a threat to sustainable development, as it simultaneously affects various social, environmental &amp; economic criteria linked to equitable human development, such as good health, food security, gender equality, climate stability &amp; poverty reduction
#WorldCleanAirDay https://t.co/nklnbwgrP9",Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,0.18666666666666668,0.2933333333333333,396,210,False,WorldCleanAirDay,,
33,1302895825769689088,1,"#WorldCleanAirDay What has been your contribution to #StareDownOnPollution especially #AirPollution 
Take #Sustainable Action today #Cycling @SustyVibes https://t.co/htFqQ8wAlP",What contribution especially Take Action today,0.05,0.55,1,2,False,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling",SustyVibes,"Lagos, Nigeria"
34,1296446705920081922,1,"#OstenLaboratory 
#Ostenlab 

Throw back Thursday.

We are Osten.

#airquality #airqualitymeasurement #environmentalanalysis #analysis @ Lagos, Nigeria https://t.co/oV3GIVwMip",Throw back Thursday We Osten Lagos Nigeria,0.0,0.0,0,0,False,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis",,"Lagos, Nigeria"
35,1309419842785759233,1,"Ascertaining the #AirQuality in the Niger delta Nigeria 
Send in your thoughts ⁦@NigerRescue⁩ nigerrescue@gmail.com  https://t.co/k9ViwDClCU",Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,0.0,0.0,3,1,False,AirQuality,NigerRescue,
36,1311026294503727108,1,"Everywhere is calm now.

No biggie, no Mary and Martha, no Rema...

#freshair",Everywhere calm No biggie Mary Martha Rema ...,0.30000000000000004,0.75,2,0,,freshair,,
37,1303751165977464832,1,You no get IPIP Receiver abi plenty updates don already dy chock you 😂😂 #parachute #oxygenmask #FreshAIR,You get IPIP Receiver abi plenty updates already dy chock,0.0,0.0,1,1,,"parachute, oxygenmask, FreshAIR",,"Lagos, Nigeria"
38,1289988191605288960,1,"She love colours @studiomucci 🌈🌈🌈🌈🌈🌈🌈🌈♥️💚💚💙💙

#love #fashionista #lagosboutique #african #follow #ankarafashion #nigerianwomen #naijafashiondaily #ankara #freshair #nigerianweddings  #nigerianbusiness… https://t.co/U6Z302Vxx7",She love colours ️ …,0.5,0.6,0,0,False,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness",StudioMucci,"Lagos, Nigeria"
39,1289994735000735744,1,"@mariipvzz Those High waist pants 👖🤩🤩 

love #fashionista #lagosboutique #african #follow #ankarafashion #nigerianwomen #naijafashiondaily #ankara #freshair #nigerianweddings  #nigerianbusiness… https://t.co/NVpK2aVbHa",Those High waist pants 🤩🤩 love …,0.33,0.57,0,0,False,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness",Mariipvzz,"Lagos, Nigeria"
40,1310441968338599936,1,"With Sun King, families can breath cleaner air. This removes the worries of the harmful particulates emitted by Kerosene lanterns, knowing their loved ones are safer and healthier.
#Sunking #solarnergy #endenergypoverty https://t.co/UhnQUGNkBT",With Sun King families breath cleaner air This removes worries harmful particulates emitted Kerosene lanterns knowing loved ones safer healthier,0.7,0.8,1,0,False,"Sunking, solarnergy, endenergypoverty",,
41,1302893126495932416,1,"Air pollution is a threat to sustainable development, as it simultaneously affects various social, environmental &amp; economic criteria linked to equitable human development, such as good health, food security, gender equality, climate stability &amp; poverty reduction
#WorldCleanAirDay https://t.co/nklnbwgrP9",Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,0.18666666666666668,0.2933333333333333,396,210,False,WorldCleanAirDay,,
42,1302895825769689088,1,"#WorldCleanAirDay What has been your contribution to #StareDownOnPollution especially #AirPollution 
Take #Sustainable Action today #Cycling @SustyVibes https://t.co/htFqQ8wAlP",What contribution especially Take Action today,0.05,0.55,1,2,False,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling",SustyVibes,"Lagos, Nigeria"
43,1296446705920081922,1,"#OstenLaboratory 
#Ostenlab 

Throw back Thursday.

We are Osten.

#airquality #airqualitymeasurement #environmentalanalysis #analysis @ Lagos, Nigeria https://t.co/oV3GIVwMip",Throw back Thursday We Osten Lagos Nigeria,0.0,0.0,0,0,False,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis",,"Lagos, Nigeria"
44,1309419842785759233,1,"Ascertaining the #AirQuality in the Niger delta Nigeria 
Send in your thoughts ⁦@NigerRescue⁩ nigerrescue@gmail.com  https://t.co/k9ViwDClCU",Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,0.0,0.0,3,1,False,AirQuality,NigerRescue,
45,1311026294503727108,1,"Everywhere is calm now.

No biggie, no Mary and Martha, no Rema...

#freshair",Everywhere calm No biggie Mary Martha Rema ...,0.30000000000000004,0.75,2,0,,freshair,,
46,1303751165977464832,1,You no get IPIP Receiver abi plenty updates don already dy chock you 😂😂 #parachute #oxygenmask #FreshAIR,You get IPIP Receiver abi plenty updates already dy chock,0.0,0.0,1,1,,"parachute, oxygenmask, FreshAIR",,"Lagos, Nigeria"
47,1289988191605288960,1,"She love colours @studiomucci 🌈🌈🌈🌈🌈🌈🌈🌈♥️💚💚💙💙

#love #fashionista #lagosboutique #african #follow #ankarafashion #nigerianwomen #naijafashiondaily #ankara #freshair #nigerianweddings  #nigerianbusiness… https://t.co/U6Z302Vxx7",She love colours ️ …,0.5,0.6,0,0,False,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness",StudioMucci,"Lagos, Nigeria"
48,1289994735000735744,1,"@mariipvzz Those High waist pants 👖🤩🤩 

love #fashionista #lagosboutique #african #follow #ankarafashion #nigerianwomen #naijafashiondaily #ankara #freshair #nigerianweddings  #nigerianbusiness… https://t.co/NVpK2aVbHa",Those High waist pants 🤩🤩 love …,0.33,0.57,0,0,False,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness",Mariipvzz,"Lagos, Nigeria"
49,1310441968338599936,1,"With Sun King, families can breath cleaner air. This removes the worries of the harmful particulates emitted by Kerosene lanterns, knowing their loved ones are safer and healthier.
#Sunking #solarnergy #endenergypoverty https://t.co/UhnQUGNkBT",With Sun King families breath cleaner air This removes worries harmful particulates emitted Kerosene lanterns knowing loved ones safer healthier,0.7,0.8,1,0,False,"Sunking, solarnergy, endenergypoverty",,
50,1302893126495932416,1,"Air pollution is a threat to sustainable development, as it simultaneously affects various social, environmental &amp; economic criteria linked to equitable human development, such as good health, food security, gender equality, climate stability &amp; poverty reduction
#WorldCleanAirDay https://t.co/nklnbwgrP9",Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,0.18666666666666668,0.2933333333333333,396,210,False,WorldCleanAirDay,,
51,1302895825769689088,1,"#WorldCleanAirDay What has been your contribution to #StareDownOnPollution especially #AirPollution 
Take #Sustainable Action today #Cycling @SustyVibes https://t.co/htFqQ8wAlP",What contribution especially Take Action today,0.05,0.55,1,2,False,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling",SustyVibes,"Lagos, Nigeria"
52,1296446705920081922,1,"#OstenLaboratory 
#Ostenlab 

Throw back Thursday.

We are Osten.

#airquality #airqualitymeasurement #environmentalanalysis #analysis @ Lagos, Nigeria https://t.co/oV3GIVwMip",Throw back Thursday We Osten Lagos Nigeria,0.0,0.0,0,0,False,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis",,"Lagos, Nigeria"
53,1309419842785759233,1,"Ascertaining the #AirQuality in the Niger delta Nigeria 
Send in your thoughts ⁦@NigerRescue⁩ nigerrescue@gmail.com  https://t.co/k9ViwDClCU",Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,0.0,0.0,3,1,False,AirQuality,NigerRescue,
54,1311026294503727108,1,"Everywhere is calm now.

No biggie, no Mary and Martha, no Rema...

#freshair",Everywhere calm No biggie Mary Martha Rema ...,0.30000000000000004,0.75,2,0,,freshair,,
55,1303751165977464832,1,You no get IPIP Receiver abi plenty updates don already dy chock you 😂😂 #parachute #oxygenmask #FreshAIR,You get IPIP Receiver abi plenty updates already dy chock,0.0,0.0,1,1,,"parachute, oxygenmask, FreshAIR",,"Lagos, Nigeria"
56,1289988191605288960,1,"She love colours @studiomucci 🌈🌈🌈🌈🌈🌈🌈🌈♥️💚💚💙💙

#love #fashionista #lagosboutique #african #follow #ankarafashion #nigerianwomen #naijafashiondaily #ankara #freshair #nigerianweddings  #nigerianbusiness… https://t.co/U6Z302Vxx7",She love colours ️ …,0.5,0.6,0,0,False,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness",StudioMucci,"Lagos, Nigeria"
57,1289994735000735744,1,"@mariipvzz Those High waist pants 👖🤩🤩 

love #fashionista #lagosboutique #african #follow #ankarafashion #nigerianwomen #naijafashiondaily #ankara #freshair #nigerianweddings  #nigerianbusiness… https://t.co/NVpK2aVbHa",Those High waist pants 🤩🤩 love …,0.33,0.57,0,0,False,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness",Mariipvzz,"Lagos, Nigeria"
58,1310441968338599936,1,"With Sun King, families can breath cleaner air. This removes the worries of the harmful particulates emitted by Kerosene lanterns, knowing their loved ones are safer and healthier.
#Sunking #solarnergy #endenergypoverty https://t.co/UhnQUGNkBT",With Sun King families breath cleaner air This removes worries harmful particulates emitted Kerosene lanterns knowing loved ones safer healthier,0.7,0.8,1,0,False,"Sunking, solarnergy, endenergypoverty",,
59,1312036042694897665,1,"#Globalwarming: Are there effective and equitable solutions yet? These 4 countries produce the world largest #CO2 #emissions.
#China #USA #India #Russian Via @ITEdgeNewsNg @HS2ltd #ucsusa @MikeQuindazzi @ValaAfshar #GlobalWarming #pollution  https://t.co/J4YfaLZnqd https://t.co/Ue8eJhRt3r",Are effective equitable solutions yet These 4 countries produce world largest Via,0.6,0.8,1,0,False,"Globalwarming, CO2, emissions, China, USA, India, Russian, ucsusa, GlobalWarming, pollution","ITEdgeNewsNG, HS2ltd, MikeQuindazzi, ValaAfshar",
60,1312005995154071552,1,"Your carbon footprint or your impact on the environment measures the greenhouse gases that you are responsible for creating. consume responsibly! #gogreen

#carbonfootprint #usereusables #reduce #refuse #emissions #transport #offsets #electricity #recycling #WasteManagement #vote https://t.co/ctjlsL2Nqs",Your carbon footprint impact environment measures greenhouse gases responsible creating consume responsibly,0.2,0.55,9,5,False,"gogreen, carbonfootprint, usereusables, reduce, refuse, emissions, transport, offsets, electricity, recycling, WasteManagement, vote",,
61,1302893126495932416,1,"Air pollution is a threat to sustainable development, as it simultaneously affects various social, environmental &amp; economic criteria linked to equitable human development, such as good health, food security, gender equality, climate stability &amp; poverty reduction
#WorldCleanAirDay https://t.co/nklnbwgrP9",Air pollution threat sustainable development simultaneously affects various social environmental amp economic criteria linked equitable human development good health food security gender equality climate stability amp poverty reduction,0.18666666666666668,0.2933333333333333,396,210,False,WorldCleanAirDay,,
62,1302895825769689088,1,"#WorldCleanAirDay What has been your contribution to #StareDownOnPollution especially #AirPollution 
Take #Sustainable Action today #Cycling @SustyVibes https://t.co/htFqQ8wAlP",What contribution especially Take Action today,0.05,0.55,1,2,False,"WorldCleanAirDay, StareDownOnPollution, AirPollution, Sustainable, Cycling",SustyVibes,"Lagos, Nigeria"
63,1296446705920081922,1,"#OstenLaboratory 
#Ostenlab 

Throw back Thursday.

We are Osten.

#airquality #airqualitymeasurement #environmentalanalysis #analysis @ Lagos, Nigeria https://t.co/oV3GIVwMip",Throw back Thursday We Osten Lagos Nigeria,0.0,0.0,0,0,False,"OstenLaboratory, Ostenlab, airquality, airqualitymeasurement, environmentalanalysis, analysis",,"Lagos, Nigeria"
64,1309419842785759233,1,"Ascertaining the #AirQuality in the Niger delta Nigeria 
Send in your thoughts ⁦@NigerRescue⁩ nigerrescue@gmail.com  https://t.co/k9ViwDClCU",Ascertaining Niger delta Nigeria Send thoughts ⁦⁩ nigerrescue.com,0.0,0.0,3,1,False,AirQuality,NigerRescue,
65,1311026294503727108,1,"Everywhere is calm now.

No biggie, no Mary and Martha, no Rema...

#freshair",Everywhere calm No biggie Mary Martha Rema ...,0.30000000000000004,0.75,2,0,,freshair,,
66,1303751165977464832,1,You no get IPIP Receiver abi plenty updates don already dy chock you 😂😂 #parachute #oxygenmask #FreshAIR,You get IPIP Receiver abi plenty updates already dy chock,0.0,0.0,1,1,,"parachute, oxygenmask, FreshAIR",,"Lagos, Nigeria"
67,1289988191605288960,1,"She love colours @studiomucci 🌈🌈🌈🌈🌈🌈🌈🌈♥️💚💚💙💙

#love #fashionista #lagosboutique #african #follow #ankarafashion #nigerianwomen #naijafashiondaily #ankara #freshair #nigerianweddings  #nigerianbusiness… https://t.co/U6Z302Vxx7",She love colours ️ …,0.5,0.6,0,0,False,"love, fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness",StudioMucci,"Lagos, Nigeria"
68,1289994735000735744,1,"@mariipvzz Those High waist pants 👖🤩🤩 

love #fashionista #lagosboutique #african #follow #ankarafashion #nigerianwomen #naijafashiondaily #ankara #freshair #nigerianweddings  #nigerianbusiness… https://t.co/NVpK2aVbHa",Those High waist pants 🤩🤩 love …,0.33,0.57,0,0,False,"fashionista, lagosboutique, african, follow, ankarafashion, nigerianwomen, naijafashiondaily, ankara, freshair, nigerianweddings, nigerianbusiness",Mariipvzz,"Lagos, Nigeria"
69,1310441968338599936,1,"With Sun King, families can breath cleaner air. This removes the worries of the harmful particulates emitted by Kerosene lanterns, knowing their loved ones are safer and healthier.
#Sunking #solarnergy #endenergypoverty https://t.co/UhnQUGNkBT",With Sun King families breath cleaner air This removes worries harmful particulates emitted Kerosene lanterns knowing loved ones safer healthier,0.7,0.8,1,0,False,"Sunking, solarnergy, endenergypoverty",,
70,1312036042694897665,1,"#Globalwarming: Are there effective and equitable solutions yet? These 4 countries produce the world largest #CO2 #emissions.
#China #USA #India #Russian Via @ITEdgeNewsNg @HS2ltd #ucsusa @MikeQuindazzi @ValaAfshar #GlobalWarming #pollution  https://t.co/J4YfaLZnqd https://t.co/Ue8eJhRt3r",Are effective equitable solutions yet These 4 countries produce world largest Via,0.6,0.8,1,0,False,"Globalwarming, CO2, emissions, China, USA, India, Russian, ucsusa, GlobalWarming, pollution","ITEdgeNewsNG, HS2ltd, MikeQuindazzi, ValaAfshar",
71,1312005995154071552,1,"Your carbon footprint or your impact on the environment measures the greenhouse gases that you are responsible for creating. consume responsibly! #gogreen

#carbonfootprint #usereusables #reduce #refuse #emissions #transport #offsets #electricity #recycling #WasteManagement #vote https://t.co/ctjlsL2Nqs",Your carbon footprint impact environment measures greenhouse gases responsible creating consume responsibly,0.2,0.55,9,5,False,"gogreen, carbonfootprint, usereusables, reduce, refuse, emissions, transport, offsets, electricity, recycling, WasteManagement, vote",,
